Date,Open,High,Low,Close,Adj Close,Volume
2023-06-01,14000.0,14400.0,14000.0,14400.0,13355.408203125,85999
2023-06-02,14390.0,14490.0,14350.0,14490.0,13438.8798828125,25202
2023-06-05,14450.0,14680.0,14450.0,14680.0,13615.0966796875,29295
2023-06-06,14700.0,15360.0,14700.0,15360.0,14245.76953125,103770
2023-06-07,15430.0,15430.0,14910.0,15290.0,14180.8466796875,57873
2023-06-08,15260.0,15260.0,15110.0,15110.0,14013.904296875,33322
2023-06-13,15280.0,15400.0,15050.0,15400.0,14282.8681640625,124109
2023-06-14,15400.0,15500.0,15350.0,15500.0,14375.61328125,177312
2023-06-15,15500.0,15500.0,14430.0,15490.0,14366.3388671875,12622
2023-06-16,15040.0,15280.0,15000.0,15000.0,13911.8837890625,8685
2023-06-19,15000.0,15000.0,15000.0,15000.0,13911.8837890625,0
2023-06-20,14990.0,14990.0,14980.0,14980.0,13893.3349609375,8254
2023-06-21,14960.0,14960.0,14450.0,14450.0,13401.7822265625,11101
2023-06-22,14400.0,14400.0,14380.0,14400.0,13355.408203125,5631
2023-06-23,14250.0,14400.0,14250.0,14400.0,13355.408203125,3912
2023-06-26,14210.0,14350.0,14200.0,14200.0,13169.9169921875,11573
2023-06-27,14730.0,14730.0,14500.0,14730.0,13661.4697265625,63081
2023-06-28,14790.0,14800.0,14700.0,14700.0,13633.646484375,10975
2023-06-29,14980.0,14980.0,14700.0,14700.0,13633.646484375,23615
2023-06-30,14970.0,14970.0,14700.0,14850.0,13772.765625,10040
2023-07-03,14850.0,14850.0,14850.0,14850.0,13772.765625,0
2023-07-04,15000.0,15000.0,15000.0,15000.0,13911.8837890625,956
2023-07-05,14810.0,14810.0,14810.0,14810.0,13735.6669921875,3447
2023-07-06,14700.0,14880.0,14650.0,14880.0,13800.5888671875,34147
2023-07-07,14960.0,15000.0,14960.0,15000.0,13911.8837890625,7436
2023-07-10,14650.0,14980.0,14650.0,14980.0,13893.3349609375,3190
2023-07-11,15000.0,15600.0,15000.0,15600.0,14468.359375,61592
2023-07-12,15900.0,15950.0,15600.0,15840.0,14690.94921875,13562
2023-07-13,15840.0,15900.0,15700.0,15760.0,14616.7529296875,26472
2023-07-14,15760.0,15760.0,15470.0,15470.0,14347.7900390625,18079
2023-07-17,15600.0,15600.0,15070.0,15110.0,14013.904296875,5021
2023-07-18,15300.0,15300.0,15300.0,15300.0,14190.1220703125,6659
2023-07-19,15510.0,15790.0,15470.0,15690.0,14551.830078125,16559
2023-07-20,15690.0,15690.0,15690.0,15690.0,14551.830078125,0
2023-07-21,15690.0,15790.0,15500.0,15790.0,14644.5771484375,86839
2023-07-24,15580.0,15700.0,15580.0,15590.0,14459.0849609375,20190
2023-07-25,15590.0,15590.0,15400.0,15500.0,14375.61328125,45229
2023-07-26,15790.0,15790.0,15240.0,15500.0,14375.61328125,22655
2023-07-27,15600.0,15600.0,15460.0,15500.0,14375.61328125,19901
2023-07-28,15490.0,15490.0,15490.0,15490.0,14366.3388671875,2900
2023-07-31,15490.0,15490.0,15490.0,15490.0,14366.3388671875,0
2023-08-01,15360.0,15690.0,15360.0,15550.0,14421.986328125,23989
2023-08-02,15690.0,15780.0,15600.0,15694.580078125,14556.078125,9552
2023-08-03,15510.0,15510.0,15500.0,15500.0,14375.61328125,13392
2023-08-04,15500.0,15500.0,15500.0,15500.0,14375.61328125,0
2023-08-07,15500.0,15500.0,15500.0,15500.0,14375.61328125,0
2023-08-08,15151.1396484375,15151.1396484375,15151.1396484375,15151.1396484375,14052.060546875,1602
2023-08-09,15520.0,15600.0,15510.0,15510.0,14384.888671875,9669
2023-08-10,15500.0,15500.0,15490.0,15500.0,14375.61328125,18608
2023-08-11,15450.0,15540.0,15200.0,15540.0,14412.7119140625,406840620
2023-08-14,15540.0,15540.0,15540.0,15540.0,14412.7119140625,858
2023-08-15,15220.0,15240.0,14400.0,14400.0,13355.408203125,70190
2023-08-16,14400.0,14930.0,14000.0,14010.0,12993.69921875,30051
2023-08-17,14480.0,14480.0,14480.0,14480.0,13429.60546875,3314
2023-08-18,14080.0,14690.0,14080.0,14600.0,13540.900390625,7764
2023-08-21,14600.0,14600.0,14600.0,14600.0,13540.900390625,0
2023-08-22,14200.0,14550.0,13540.0,14290.0,13253.388671875,183186
2023-08-23,14000.0,14000.0,13500.0,13500.0,12520.6962890625,58048
2023-08-24,13500.0,13500.0,13100.0,13100.0,12149.712890625,31360
2023-08-25,13000.0,13000.0,12610.0,12610.0,11695.2568359375,38310
2023-08-28,12500.0,12990.0,12500.0,12700.0,11778.728515625,25513
2023-08-29,12500.0,12990.0,12500.0,12940.0,12448.2802734375,32354
2023-08-30,12640.0,12700.0,12640.0,12670.0,12188.5400390625,25873
2023-08-31,12310.0,12310.0,11750.0,11750.0,11303.5,885069
2023-09-01,11900.0,11900.0,11700.0,11750.0,11303.5,409283
2023-09-04,11750.0,11750.0,11700.0,11700.0,11255.400390625,8693
2023-09-05,11500.0,11560.0,11500.0,11500.0,11063.0,16381
